,Index,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Carrier_Name
703180,2300079,2008,4,28,1,1640,1545,1801,1655,AA,1753,N581AA,81,70,46,66,55,ORD,STL,258,4,31,0,N,0,0,0,14,0,52,American Airlines
879442,2981128,2008,5,6,2,1235,1215,1551,1516,DL,1006,N935DL,136,121,95,35,20,DFW,ATL,732,6,35,0,N,0,0,0,15,0,20,Delta Airlines
790457,2619747,2008,5,9,5,1658,1415,2002,1717,UA,460,N803UA,124,122,97,165,163,ORD,ALB,723,4,23,0,N,0,102,0,2,0,61,United Airlines
550498,1723908,2008,3,30,7,2004,1955,2159,2141,AS,328,N961AS,115,106,80,18,9,SEA,SMF,605,6,29,0,N,0,9,0,9,0,0,Alaska Airlines
334960,1057957,2008,2,29,5,1438,1325,1844,1725,AA,350,N419AA,186,180,170,79,73,ELP,ORD,1236,8,8,0,N,0,0,0,56,0,23,American Airlines
704844,2305144,2008,4,17,4,1634,1620,1908,1845,AA,1963,N077AA,154,145,131,23,14,FLL,SJU,1046,8,15,0,N,0,14,0,9,0,0,American Airlines
808180,2690883,2008,5,2,5,2000,1835,2143,2035,WN,156,N342SW,163,180,143,68,85,TPA,MCI,1048,9,11,0,N,0,68,0,0,0,0,Southwest Airlines
2127,3487,2008,1,4,5,641,615,755,735,WN,971,N438WN,74,80,62,20,26,JAN,HOU,359,2,10,0,N,0,20,0,0,0,0,Southwest Airlines
552597,1730072,2008,3,10,1,813,700,1121,1013,B6,563,N590JB,188,193,177,68,73,SWF,FLL,1119,4,7,0,N,0,68,0,0,0,0,JetBlue Airways
380822,1196606,2008,3,9,7,1638,1615,1822,1805,WN,1241,N279WN,104,110,91,17,23,OAK,PHX,646,5,8,0,N,0,4,0,0,0,13,Southwest Airlines
210919,671403,2008,2,22,5,1457,1355,1750,1635,WN,3516,N652SW,113,100,75,75,62,SAN,ELP,636,4,34,0,N,0,0,0,13,0,62,Southwest Airlines
862149,2916770,2008,5,2,5,111,2045,340,2300,AA,2357,N258AA,149,135,132,280,266,ORD,DFW,802,4,13,0,N,0,98,0,14,0,168,American Airlines
755769,2472591,2008,5,28,3,1823,1730,1930,1840,WN,2204,N459WN,67,70,55,50,53,ONT,OAK,361,5,7,0,N,0,0,0,0,0,50,Southwest Airlines
914287,3075270,2008,6,26,4,1439,1345,1716,1615,WN,1537,N392SW,97,90,86,61,54,MSY,TPA,487,5,6,0,N,0,0,13,7,0,41,Southwest Airlines
1036377,3473959,2008,6,27,5,1559,1500,28,2335,AA,22,N324AA,329,335,301,53,59,LAX,JFK,2475,11,17,0,N,0,0,0,53,0,0,American Airlines
555162,1738333,2008,3,25,2,1345,1225,1554,1425,B6,1124,N258JB,129,120,105,89,80,FLL,CLT,631,4,20,0,N,0,21,0,9,0,59,JetBlue Airways
476810,1498489,2008,3,29,6,2235,2225,618,600,DL,1740,N133DN,283,275,240,18,10,SEA,ATL,2182,9,34,0,N,0,10,0,8,0,0,Delta Airlines
155287,506019,2008,1,30,3,2137,2045,37,2355,AA,1354,N255AA,120,130,105,42,52,DFW,JAX,919,6,9,0,N,0,15,0,0,0,27,American Airlines
577427,1799543,2008,4,6,7,1951,1830,2202,2050,WN,440,N677AA,131,140,120,72,81,BNA,SAT,822,3,8,0,N,0,0,0,0,0,72,Southwest Airlines
78177,247430,2008,1,11,5,2011,1853,2134,2014,UA,1172,N349UA,83,81,63,80,78,LAX,SFO,337,5,15,0,N,0,18,0,2,0,60,United Airlines
712587,2332566,2008,4,13,7,2339,2145,112,2342,B6,1109,N190JB,93,117,76,90,114,JFK,RDU,426,3,14,0,N,0,4,0,0,0,86,JetBlue Airways
700340,2290367,2008,4,28,1,1543,1430,1731,1625,AA,1373,N524AA,168,175,152,66,73,MCO,DFW,984,4,12,0,N,0,5,0,0,0,61,American Airlines
960765,3224854,2008,6,5,4,1026,802,1259,1030,UA,339,N464UA,273,268,253,149,144,BOS,DEN,1754,7,13,0,N,0,0,0,5,0,144,United Airlines
586491,1825975,2008,4,13,7,801,655,906,805,WN,3866,N604SW,65,70,54,61,66,TUS,SAN,367,2,9,0,N,0,61,0,0,0,0,Southwest Airlines
536295,1681464,2008,3,3,1,1349,1305,1802,1730,AA,1122,N5DJAA,193,205,176,32,44,DFW,BOS,1562,4,13,0,N,0,14,0,0,0,18,American Airlines
570611,1779720,2008,3,9,7,1635,1555,58,12,DL,406,N3749D,323,317,295,46,40,LAX,JFK,2475,14,14,0,N,0,10,0,6,0,30,Delta Airlines
409161,1264774,2008,3,30,7,1235,1145,1326,1240,WN,2967,N654SW,51,55,40,46,50,AUS,DAL,189,4,7,0,N,0,1,0,0,0,45,Southwest Airlines
860674,2912252,2008,5,12,1,1242,1040,1443,1235,AA,2017,N4UBAA,121,115,105,128,122,BHM,DFW,597,6,10,0,N,0,6,0,6,0,116,American Airlines
538052,1686513,2008,3,28,5,2224,1925,47,2200,AA,1297,N456AA,143,155,113,167,179,LGA,ATL,761,8,22,0,N,0,0,0,0,0,167,American Airlines
649014,2084583,2008,4,1,2,1354,1330,1509,1435,WN,1568,N269WN,75,65,42,34,24,SNA,LAS,226,20,13,0,N,0,0,0,10,0,24,Southwest Airlines
538500,1687914,2008,3,28,5,1541,1510,2041,2000,AA,1346,N3ADAA,180,170,149,41,31,SNA,DFW,1205,21,10,0,N,0,0,0,10,0,31,American Airlines
186045,611561,2008,2,4,1,1701,1635,1816,1755,WN,536,N218WN,75,80,62,21,26,OAK,SNA,371,4,9,0,N,0,21,0,0,0,0,Southwest Airlines
157714,512712,2008,1,22,2,849,830,1005,945,AA,1610,N4WRAA,76,75,45,20,19,STL,ORD,258,4,27,0,N,0,0,0,13,0,7,American Airlines
863556,2921032,2008,5,5,1,1341,1307,1432,1406,AS,187,N799AS,51,59,39,26,34,ANC,FAI,261,2,10,0,N,0,26,0,0,0,0,Alaska Airlines
808915,2694865,2008,5,20,2,2056,2044,2238,2151,DL,1755,N133DN,282,247,208,47,12,ATL,PHX,1587,7,67,0,N,0,0,12,35,0,0,Delta Airlines
550199,1723015,2008,3,28,5,1441,1357,1724,1638,AS,360,N713AS,163,161,128,46,44,SEA,LGB,965,5,30,0,N,0,0,44,2,0,0,Alaska Airlines
542574,1699149,2008,3,12,3,1506,1415,1612,1525,AA,1790,N458AA,66,70,43,47,51,IAH,DFW,224,5,18,0,N,0,0,0,0,0,47,American Airlines
856327,2900195,2008,5,2,5,1523,1250,1900,1630,AA,1534,N4WXAA,157,160,129,150,153,DFW,DTW,987,11,17,0,N,0,0,0,30,0,120,American Airlines
158679,515545,2008,1,24,4,2013,1925,2310,2210,AA,1733,N4YRAA,237,225,211,60,48,ORD,PHX,1440,5,21,0,N,0,48,0,12,0,0,American Airlines
1045879,3498041,2008,6,13,5,1259,1240,1424,1400,AA,1237,N462AA,145,140,127,24,19,DAY,DFW,861,9,9,0,N,0,0,0,5,0,19,American Airlines
72974,234666,2008,1,19,6,1029,945,1239,1155,UA,557,N507UA,190,190,169,44,44,ORD,JAC,1162,5,16,0,N,0,0,44,0,0,0,United Airlines
457367,1427126,2008,3,28,5,1616,1550,1656,1636,UA,1125,N373UA,100,106,88,20,26,TUL,DEN,541,5,7,0,N,0,18,0,0,0,2,United Airlines
347549,1091566,2008,2,6,3,2053,2040,11,2315,AA,1832,N588AA,198,155,151,56,13,MCO,LGA,950,10,37,0,N,0,0,0,52,0,4,American Airlines
165483,536308,2008,1,7,1,807,730,1009,935,AS,326,N615AS,122,125,93,34,37,SEA,SFO,679,5,24,0,N,0,0,0,34,0,0,Alaska Airlines
196535,638237,2008,2,12,2,2224,1850,115,2030,WN,967,N639SW,231,160,144,285,214,PVD,MDW,842,8,79,0,N,0,2,0,71,0,212,Southwest Airlines
168115,545921,2008,1,31,4,850,811,1032,958,AS,62,N792AS,102,107,79,34,39,ANC,JNU,571,4,19,0,N,0,34,0,0,0,0,Alaska Airlines
546052,1708755,2008,3,26,3,820,755,1033,1010,AA,2328,N400AA,133,135,108,23,25,DFW,ORD,802,10,15,0,N,0,23,0,0,0,0,American Airlines
204617,657385,2008,2,18,1,1615,1455,1615,1500,WN,1499,N755SA,60,65,45,75,80,PHX,LAS,256,6,9,0,N,0,75,0,0,0,0,Southwest Airlines
1042962,3490477,2008,6,20,5,1735,1635,2209,2120,AA,878,N431AA,214,225,179,49,60,DFW,EWR,1372,10,25,0,N,0,35,0,0,0,14,American Airlines
202967,653200,2008,2,17,7,1536,1335,1633,1435,WN,35,N335SW,57,60,45,118,121,LBB,DAL,293,3,9,0,N,0,2,0,0,0,116,Southwest Airlines
454184,1417682,2008,3,30,7,2130,2105,24,2353,UA,640,N801UA,114,108,82,31,25,ORD,ATL,606,8,24,0,N,0,0,0,6,0,25,United Airlines
792493,2626709,2008,5,8,4,1204,1104,1541,1413,UA,678,N417UA,157,129,94,88,60,ORD,LGA,733,6,57,0,N,0,0,0,88,0,0,United Airlines
538708,1688557,2008,3,11,2,904,840,1330,1300,AA,1364,N248AA,146,140,113,30,24,PHX,DFW,868,19,14,0,N,0,0,0,6,0,24,American Airlines
199742,645186,2008,2,14,4,936,910,1027,1010,WN,3394,N647SW,51,60,42,17,26,RNO,SJC,188,2,7,0,N,0,3,0,0,0,14,Southwest Airlines
861476,2914707,2008,5,15,4,1535,1525,1850,1835,AA,2222,N223AA,135,130,107,15,10,DFW,ATL,732,17,11,0,N,0,7,0,5,0,3,American Airlines
5738,10135,2008,1,6,7,2005,1955,2259,2235,WN,1744,N365SW,174,160,163,24,10,MCO,ALB,1073,3,8,0,N,0,0,0,14,0,10,Southwest Airlines
533900,1674955,2008,3,8,6,1307,1255,1642,1625,AA,788,N3CHAA,155,150,140,17,12,MIA,STX,1139,4,11,0,N,0,9,0,5,0,3,American Airlines
283394,904821,2008,2,26,2,2043,2003,2233,2200,DL,984,N660DL,110,117,87,33,40,FLL,ATL,581,6,17,0,N,0,0,0,0,0,33,Delta Airlines
69845,226719,2008,1,5,6,1023,936,1809,1729,UA,324,N821UA,286,293,266,40,47,LAX,IAD,2288,7,13,0,N,0,15,0,0,0,25,United Airlines
538038,1686493,2008,3,5,3,1957,1925,2221,2200,AA,1297,N441AA,144,155,120,21,32,LGA,ATL,761,6,18,0,N,0,0,0,0,0,21,American Airlines
857718,2904196,2008,5,20,2,1734,1725,2009,1945,AA,1693,N5FTAA,215,200,163,24,9,MIA,ORD,1197,7,45,0,N,0,0,0,15,0,9,American Airlines
703757,2301967,2008,4,6,7,1312,1245,1501,1445,AA,1827,N4YHAA,109,120,94,16,27,BNA,DFW,631,5,10,0,N,0,16,0,0,0,0,American Airlines
651317,2093668,2008,4,20,7,1906,1850,2041,2012,DL,1563,N920DE,155,142,123,29,16,ATL,DFW,732,11,21,0,N,0,16,0,13,0,0,Delta Airlines
389395,1218270,2008,3,16,7,1334,1255,1447,1410,WN,286,N913WN,73,75,62,37,39,BUR,SMF,358,3,8,0,N,0,1,0,0,0,36,Southwest Airlines
97308,308183,2008,1,19,6,2017,1942,2130,2045,DL,1716,N929DL,73,63,42,45,35,ATL,TLH,223,3,28,0,N,0,0,0,10,0,35,Delta Airlines
542177,1698140,2008,3,29,6,2118,2100,2307,2250,AA,1749,N641AA,169,170,148,17,18,MCO,DFW,984,7,14,0,N,0,0,0,0,0,17,American Airlines
582930,1815615,2008,4,10,4,1244,1230,1402,1345,WN,2995,N716SW,78,75,61,17,14,PVD,BWI,328,4,13,0,N,0,7,0,3,0,7,Southwest Airlines
581772,1813490,2008,4,10,4,949,930,1111,1040,WN,701,N323SW,142,130,127,31,19,BWI,STL,737,4,11,0,N,0,16,0,12,0,3,Southwest Airlines
794584,2633132,2008,5,13,2,1139,1117,1728,1709,UA,928,N570UA,229,232,211,19,22,PDX,ORD,1739,6,12,0,N,0,0,0,0,0,19,United Airlines
571078,1780936,2008,3,10,1,1915,1905,2029,2014,DL,59,N662DN,74,69,44,15,10,ATL,JAX,270,6,24,0,N,0,0,0,5,0,10,Delta Airlines
741720,2431887,2008,5,16,5,1243,1235,1343,1320,WN,1624,N262WN,120,105,105,23,8,BWI,BNA,588,6,9,0,N,0,4,0,15,0,4,Southwest Airlines
967809,3241310,2008,6,21,6,905,823,1010,946,UA,846,N587UA,65,83,51,24,42,IAD,LGA,229,4,10,0,N,0,0,0,0,0,24,United Airlines
960032,3223256,2008,6,22,7,2225,2014,56,2252,UA,288,N448UA,91,98,74,124,131,DEN,DSM,589,5,12,0,N,0,124,0,0,0,0,United Airlines
80211,252689,2008,1,8,2,713,700,1109,1033,UA,1500,N448UA,176,153,145,36,13,ORD,MCO,1005,4,27,0,N,0,13,0,23,0,0,United Airlines
277607,885960,2008,2,1,5,1101,955,1234,1125,WN,2528,N352SW,93,90,73,69,66,LAS,OAK,407,6,14,0,N,0,66,0,3,0,0,Southwest Airlines
202213,651181,2008,2,16,6,1212,1155,1235,1205,WN,1594,N310SW,83,70,51,30,17,PHX,SAN,304,1,31,0,N,0,0,0,21,0,9,Southwest Airlines
882118,2994707,2008,5,17,6,925,720,1123,940,DL,1803,N976DL,118,140,97,103,125,PHL,ATL,665,6,15,0,N,0,103,0,0,0,0,Delta Airlines
67984,222103,2008,1,8,2,1354,1230,1700,1507,UA,145,N522UA,306,277,271,113,84,ORD,SFO,1846,11,24,0,N,0,0,0,32,0,81,United Airlines
336328,1061573,2008,2,29,5,1621,1605,2010,1940,AA,484,N5CFAA,169,155,129,30,16,DFW,MIA,1121,21,19,0,N,0,9,0,14,0,7,American Airlines
637783,2036068,2008,4,30,3,2040,1825,2350,2141,UA,1228,N381UA,130,136,110,129,135,SAN,DEN,853,5,15,0,N,0,0,0,0,0,129,United Airlines
409836,1266077,2008,3,30,7,1311,1250,1433,1405,WN,379,N341SW,82,75,61,28,21,LAX,SMF,373,5,16,0,N,0,17,0,7,0,4,Southwest Airlines
204236,656552,2008,2,18,1,1213,1200,1517,1435,WN,3312,N386SW,184,155,125,42,13,MCO,BDL,1050,4,55,0,N,0,13,0,29,0,0,Southwest Airlines
151149,494000,2008,1,21,1,1003,935,1152,1105,AA,851,N415AA,109,90,72,47,28,ORD,MSP,334,10,27,0,N,0,0,28,19,0,0,American Airlines
545246,1706520,2008,3,21,5,1502,1345,1709,1600,AA,2207,N610AA,187,195,159,69,77,MIA,DFW,1121,8,20,0,N,0,43,0,0,0,26,American Airlines
79141,249824,2008,1,21,1,1356,1315,1943,1928,UA,1244,N802UA,227,253,210,15,41,SJC,ORD,1829,6,11,0,N,0,0,0,0,0,15,United Airlines
29796,92144,2008,1,31,4,1044,1020,1149,1120,WN,684,N264LV,65,60,52,29,24,LBB,DAL,293,2,11,0,N,0,0,0,5,0,24,Southwest Airlines
985961,3305147,2008,6,24,2,1716,1700,1813,1752,DL,45,N903DE,177,172,156,21,16,CVG,DEN,1069,10,11,0,N,0,16,0,5,0,0,Delta Airlines
1039108,3480798,2008,6,11,3,1707,1655,1813,1755,AA,437,N3CLAA,186,180,164,18,12,DFW,SNA,1205,7,15,0,N,0,6,0,6,0,6,American Airlines
160986,521707,2008,1,14,1,1642,1620,1744,1720,AA,1990,N639AA,62,60,35,24,22,MIA,MCO,193,5,22,0,N,0,1,0,2,0,21,American Airlines
75119,240065,2008,1,13,7,1021,1008,1505,1448,UA,740,N812UA,164,160,140,17,13,DEN,CMH,1155,4,20,0,N,0,0,0,8,0,9,United Airlines
25147,77986,2008,1,27,7,2132,2030,2350,2255,WN,1482,N331SW,78,85,70,55,62,ELP,DAL,562,3,5,0,N,0,0,0,0,0,55,Southwest Airlines
787289,2609569,2008,5,9,5,1207,1123,1346,1259,UA,147,N416UA,99,96,65,47,44,SAN,SFO,447,10,24,0,N,0,0,0,4,0,43,United Airlines
336776,1063012,2008,2,14,4,1135,1125,1334,1315,AA,549,N548AA,179,170,159,19,10,TPA,ORD,1012,8,12,0,N,0,0,0,19,0,0,American Airlines
195507,636027,2008,2,12,2,1400,1345,1554,1535,WN,1847,N653SW,114,110,96,19,15,BWI,IND,515,11,7,0,N,0,0,0,4,0,15,Southwest Airlines
969438,3244775,2008,6,3,2,2000,1855,103,2359,UA,1124,N933UA,183,184,160,64,65,DEN,PIT,1290,5,18,0,N,0,19,0,0,0,45,United Airlines
151646,495303,2008,1,24,4,2325,2135,148,2359,AA,936,N5FNAA,143,144,125,109,110,MIA,BWI,946,6,12,0,N,0,108,0,0,0,1,American Airlines
537666,1685359,2008,3,27,4,2221,2115,558,455,AA,1254,N5FDAA,277,280,255,63,66,LAX,MIA,2342,5,17,0,N,0,26,0,0,0,37,American Airlines
408255,1261960,2008,3,29,6,1613,1535,1704,1635,WN,2433,N228WN,51,60,42,29,38,AUS,HRL,273,2,7,0,N,0,0,0,0,0,29,Southwest Airlines
863974,2922883,2008,5,9,5,1651,1623,1827,1759,AS,54,N765AS,96,96,88,28,28,SCC,ANC,626,4,4,0,N,0,28,0,0,0,0,Alaska Airlines
1046357,3499367,2008,6,27,5,1902,1815,2148,2115,AA,1280,N447AA,106,120,87,33,47,DEN,DFW,641,5,14,0,N,0,3,0,0,0,30,American Airlines
630311,2012204,2008,4,2,3,732,715,957,942,UA,273,N422UA,325,327,306,15,17,MCO,LAX,2217,7,12,0,N,0,0,0,0,0,15,United Airlines
530441,1665750,2008,3,22,6,712,650,1011,950,AA,394,N485AA,119,120,92,21,22,ORD,LGA,733,5,22,0,N,0,0,21,0,0,0,American Airlines
154846,504472,2008,1,5,6,1509,1455,2019,1955,AA,1300,N413AA,190,180,145,24,14,SAN,DFW,1171,6,39,0,N,0,9,0,10,0,5,American Airlines
588744,1837194,2008,4,17,4,1820,1740,1844,1805,WN,440,N367SW,84,85,69,39,40,DTW,BNA,457,6,9,0,N,0,1,0,0,0,38,Southwest Airlines
965088,3235039,2008,6,18,3,1717,1610,2259,2203,UA,632,N848UA,222,233,200,56,67,SEA,ORD,1721,6,16,0,N,0,0,0,0,0,56,United Airlines
16172,50341,2008,1,18,5,1630,1600,1752,1720,WN,224,N635SW,82,80,65,32,30,MDW,BNA,395,5,12,0,N,0,7,0,2,0,23,Southwest Airlines
986641,3307967,2008,6,26,4,105,55,604,542,DL,742,N3735D,179,167,150,22,10,DEN,ATL,1199,9,20,0,N,0,10,0,12,0,0,Delta Airlines
255931,817531,2008,2,15,5,2140,1927,2321,2059,UA,249,N466UA,101,92,48,142,133,SFO,LAX,337,40,13,0,N,0,0,0,9,0,133,United Airlines
68704,223919,2008,1,23,3,1758,1726,2109,2050,UA,216,N315UA,131,144,115,19,32,MSY,IAD,954,4,12,0,N,0,4,0,0,0,15,United Airlines
535132,1678206,2008,3,21,5,1939,1530,2216,1820,AA,1022,N3AKAA,157,170,137,236,249,MIA,PHL,1013,3,17,0,N,0,181,0,0,0,55,American Airlines
210229,670398,2008,2,22,5,2027,1945,2301,2230,WN,1505,N302SW,154,165,134,31,42,MDW,AUS,972,5,15,0,N,0,0,0,0,0,31,Southwest Airlines
550582,1724094,2008,3,31,1,1255,1233,1513,1440,AS,339,N772AS,138,127,113,33,22,SJC,SEA,697,11,14,0,N,0,0,0,11,0,22,Alaska Airlines
473766,1486553,2008,3,20,4,1330,1310,1624,1539,DL,1133,N943DL,174,149,142,45,20,CVG,FLL,932,6,26,0,N,0,20,0,25,0,0,Delta Airlines
358365,1127339,2008,2,18,1,1215,1145,1343,1258,B6,27,N564JB,88,73,61,45,30,ROC,JFK,264,11,16,0,N,0,0,0,15,0,30,JetBlue Airways
868994,2944054,2008,5,23,5,1443,1435,1811,1734,B6,524,N587JB,208,179,156,37,8,MCO,EWR,938,12,40,0,N,0,0,0,37,0,0,JetBlue Airways
448332,1399802,2008,3,19,3,1900,1842,2151,2123,UA,79,N595UA,351,341,333,28,18,SFO,HNL,2398,6,12,0,N,0,18,0,10,0,0,United Airlines
95861,302808,2008,1,15,2,1227,1210,1425,1358,DL,1099,N678DL,118,108,82,27,17,ATL,MIA,595,8,28,0,N,0,17,0,10,0,0,Delta Airlines
845955,2869720,2008,5,1,4,1853,1635,1959,1750,AA,311,N516AA,66,75,57,129,138,SNA,SJC,342,3,6,0,N,0,0,0,1,0,128,American Airlines
540117,1692462,2008,3,12,3,12,2155,146,2350,AA,1509,N5DPAA,214,235,197,116,137,ORD,LAS,1515,5,12,0,N,0,116,0,0,0,0,American Airlines
632633,2019700,2008,4,20,7,19,1920,128,2041,UA,499,N367UA,69,81,53,287,299,BDL,IAD,326,5,11,0,N,0,0,0,0,0,287,United Airlines
581510,1812964,2008,4,10,4,2131,1925,2,2155,WN,497,N647SW,91,90,78,127,126,ABQ,DAL,580,4,9,0,N,0,7,0,1,0,119,Southwest Airlines
93831,299826,2008,1,2,3,1411,1235,1533,1405,WN,33,N509SW,82,90,68,88,96,MCI,DAL,461,3,11,0,N,0,0,0,0,0,88,Southwest Airlines
460679,1437629,2008,3,14,5,1319,1234,1704,1645,UA,1688,N401UA,225,251,207,19,45,SJU,IAD,1571,5,13,0,N,0,0,0,0,0,19,United Airlines
68116,222327,2008,1,6,7,1501,1419,1602,1529,UA,153,N804UA,121,130,97,33,42,ATL,ORD,606,6,18,0,N,0,0,0,0,0,33,United Airlines
350755,1099951,2008,2,25,1,1519,1330,1739,1555,AA,2352,N414AA,140,145,103,104,109,DFW,ORD,802,7,30,0,N,0,0,0,88,0,16,American Airlines
907876,3059105,2008,6,21,6,2109,1940,2306,2150,WN,1284,N774SW,117,130,106,76,89,SEA,SJC,697,2,9,0,N,0,5,0,0,0,71,Southwest Airlines
70578,228510,2008,1,10,4,1718,1640,1824,1755,UA,370,N848UA,66,75,52,29,38,ABQ,DEN,349,4,10,0,N,0,0,0,0,0,29,United Airlines
637822,2036216,2008,4,2,3,904,849,1041,1013,UA,1235,N669UA,157,144,134,28,15,DEN,LAX,862,8,15,0,N,0,15,0,13,0,0,United Airlines
474355,1488424,2008,3,21,5,2230,2146,824,753,DL,1826,N834MH,354,367,331,31,44,HNL,SLC,2994,7,16,0,N,0,18,0,0,0,13,Delta Airlines
790422,2619610,2008,5,7,3,1049,1040,1422,1334,UA,454,N840UA,153,114,86,48,9,ORD,ATL,606,10,57,0,N,0,9,0,39,0,0,United Airlines
959185,3221322,2008,6,12,4,41,2325,925,736,UA,224,N424UA,344,311,268,109,76,SFO,IAD,2419,6,70,0,N,0,24,0,33,0,52,United Airlines
372590,1173501,2008,2,13,3,936,925,1111,1055,DL,1031,N833MH,95,90,65,16,11,ATL,MCO,403,5,25,0,N,0,11,0,5,0,0,Delta Airlines
77132,244853,2008,1,1,2,1821,1645,1953,1828,UA,941,N365UA,152,163,131,85,96,ORD,DEN,888,9,12,0,N,0,0,15,0,0,70,United Airlines
549197,1719510,2008,3,20,4,1737,1721,2013,1957,AS,665,N323AS,156,156,132,16,16,LAS,SEA,866,8,16,0,N,0,0,0,0,0,16,Alaska Airlines
337457,1064711,2008,2,22,5,1610,1500,1727,1615,AA,640,N4YEAA,77,75,48,72,70,STL,ORD,258,11,18,0,N,0,8,0,2,0,62,American Airlines
594370,1857274,2008,4,23,3,2018,1955,2132,2110,WN,3057,N426WN,74,75,53,22,23,FLL,JAX,318,7,14,0,N,0,0,0,0,0,22,Southwest Airlines
961794,3227221,2008,6,29,7,1146,1043,1449,1349,UA,398,N350UA,123,126,97,60,63,ORD,BDL,783,3,23,0,N,0,0,0,1,0,59,United Airlines
744736,2440538,2008,5,18,7,1611,1550,1740,1720,WN,987,N324SW,89,90,73,20,21,SAN,SMF,480,4,12,0,N,0,0,0,0,0,20,Southwest Airlines
264654,840910,2008,2,10,7,1915,1840,2100,2018,UA,1219,N313UA,165,158,128,42,35,PHL,ORD,678,20,17,0,N,0,0,0,7,0,35,United Airlines
587461,1830380,2008,4,15,2,1527,1520,1938,1915,WN,667,N479WN,191,175,177,23,7,HOU,BWI,1246,5,9,0,N,0,7,0,16,0,0,Southwest Airlines
1044196,3493447,2008,6,4,3,1734,1715,2307,2135,AA,1072,N473AA,273,200,164,92,19,DFW,PHL,1302,7,102,0,N,0,0,0,76,0,16,American Airlines
257100,820695,2008,2,5,2,1015,852,1531,1429,UA,358,N527UA,196,217,177,62,83,DEN,LGA,1619,4,15,0,N,0,0,0,0,0,62,United Airlines
407221,1259697,2008,3,28,5,1508,1440,1606,1550,WN,966,N409WN,58,70,46,16,28,LAS,PHX,256,4,8,0,N,0,5,0,0,0,11,Southwest Airlines
988599,3313443,2008,6,30,1,2303,2115,2337,2156,DL,1268,N913DN,94,101,73,101,108,SLC,GEG,546,5,16,0,N,0,101,0,0,0,0,Delta Airlines
703680,2301678,2008,4,3,4,1823,1815,2015,1940,AA,1813,N559AA,172,145,151,35,8,TPA,STL,869,8,13,0,N,0,0,0,27,0,8,American Airlines
153145,499370,2008,1,2,3,2243,2115,145,5,AA,1125,N5FAAA,362,350,328,100,88,MIA,LAX,2342,8,26,0,N,0,72,0,12,0,16,American Airlines
629376,2009185,2008,4,14,1,2252,2235,738,710,UA,166,N815UA,346,335,326,28,17,LAX,BOS,2611,8,12,0,N,0,17,0,11,0,0,United Airlines
1038368,3478793,2008,6,4,3,1327,1315,1420,1355,AA,369,N291AA,113,100,91,25,12,DFW,ABQ,569,5,17,0,N,0,12,0,13,0,0,American Airlines
572464,1787437,2008,3,14,5,1828,1815,2047,2017,DL,1838,N932DL,79,62,34,30,13,BHM,ATL,134,12,33,0,N,0,0,0,17,0,13,Delta Airlines
277334,885478,2008,2,1,5,2116,2040,2313,2235,WN,534,N342SW,117,115,96,38,36,DEN,PHX,602,13,8,0,N,0,6,0,2,0,30,Southwest Airlines
724628,2373455,2008,4,4,5,1311,1245,1518,1416,DL,1514,N967DL,127,91,73,62,26,ATL,ORF,516,3,51,0,N,0,2,0,36,0,24,Delta Airlines
353647,1111533,2008,2,14,4,1541,1500,1755,1722,AS,350,N648AS,134,142,115,33,41,SEA,BUR,937,5,14,0,N,0,33,0,0,0,0,Alaska Airlines
145620,478706,2008,1,22,2,1848,1720,2148,2035,AA,154,N4YGAA,120,135,101,73,88,ORD,BOS,867,5,14,0,N,0,0,0,73,0,0,American Airlines
475082,1491908,2008,3,24,1,1708,1625,1924,1909,DL,1587,N996DL,136,164,95,15,43,JFK,CVG,589,8,33,0,N,0,0,0,15,0,0,Delta Airlines
541311,1695674,2008,3,17,1,1236,1150,1330,1250,AA,1649,N492AA,54,60,35,40,46,OKC,DFW,175,9,10,0,N,0,0,0,0,0,40,American Airlines
889874,3015109,2008,6,8,7,1616,1555,1727,1710,WN,2726,N258WN,71,75,49,17,21,SAN,PHX,304,7,15,0,N,0,1,0,0,0,16,Southwest Airlines
370796,1163938,2008,2,5,2,2240,2159,47,21,DL,1591,N684DA,307,322,287,26,41,ATL,SFO,2139,6,14,0,N,0,26,0,0,0,0,Delta Airlines
337132,1063890,2008,2,15,5,1726,1700,2100,2005,AA,592,N3AMAA,214,185,148,55,26,MIA,LGA,1097,4,62,0,N,0,0,0,50,0,5,American Airlines
76749,244005,2008,1,30,3,1608,1455,1747,1633,UA,909,N573UA,159,158,138,74,73,ORD,DEN,888,11,10,0,N,0,73,0,1,0,0,United Airlines
968309,3242361,2008,6,10,2,1209,1010,2126,1904,UA,892,N510UA,377,354,330,142,119,SFO,JFK,2586,9,38,0,N,0,0,0,23,0,119,United Airlines
71371,230528,2008,1,7,1,1212,1115,1328,1227,UA,425,N386UA,76,72,56,61,57,DEN,ABQ,349,7,13,0,N,0,19,0,4,0,38,United Airlines
